"Edible","CapShape","CapSurface","CapColor","Odor","Height"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Yellow","Almond","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Bell","Smooth","White","Anise","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Bell","Scaly","Yellow","Almond","Short"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Bell","Scaly","White","Anise","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","Yellow","Anise","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Smooth","White","None","Short"
"Poisonous","Convex","Scaly","Brown","Pungent","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Poisonous","Flat","Scaly","Brown","Pungent","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Poisonous","Flat","Smooth","Brown","Pungent","Short"
"Edible","Flat","Smooth","Gray","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Yellow","Almond","Tall"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Convex","Scaly","Brown","Anise","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Poisonous","Flat","Scaly","White","Pungent","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Smooth","Yellow","Anise","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Yellow","Almond","Short"
"Edible","Convex","Smooth","Yellow","Anise","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Poisonous","Convex","Scaly","Brown","Pungent","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Convex","Scaly","Yellow","Anise","Short"
"Edible","Convex","Scaly","White","Anise","Tall"
"Edible","Flat","Scaly","Brown","Anise","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Bell","Smooth","White","Anise","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","Yellow","Anise","Short"
"Poisonous","Flat","Scaly","White","Pungent","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Yellow","Almond","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","White","None","Short"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","White","Anise","Tall"
"Edible","Convex","Scaly","White","Anise","Short"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Bell","Scaly","Yellow","Almond","Short"
"Poisonous","Flat","Scaly","White","Pungent","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","Almond","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Poisonous","Convex","Smooth","Brown","Pungent","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Smooth","White","None","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Flat","Scaly","Brown","Anise","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Scaly","Yellow","Almond","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Smooth","White","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Yellow","Almond","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","Yellow","Almond","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Poisonous","Flat","Smooth","Brown","Pungent","Short"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Edible","Bell","Smooth","Yellow","Almond","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Flat","Scaly","Brown","Pungent","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Flat","Smooth","White","None","Tall"
"Poisonous","Flat","Scaly","White","Pungent","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Scaly","Red","None","Short"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Poisonous","Convex","Smooth","Brown","Pungent","Short"
"Edible","Convex","Smooth","White","Almond","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Scaly","Yellow","Almond","Short"
"Poisonous","Convex","Fibrous","Gray","Foul","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","White","Anise","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Smooth","Gray","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Red","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Yellow","Almond","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Poisonous","Flat","Smooth","White","Pungent","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Flat","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","White","Anise","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Poisonous","Flat","Scaly","White","Pungent","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Scaly","Yellow","Anise","Tall"
"Poisonous","Flat","Scaly","White","Pungent","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Flat","Smooth","Gray","None","Short"
"Poisonous","Flat","Scaly","White","Pungent","Tall"
"Edible","Bell","Smooth","White","Almond","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Flat","Smooth","White","Anise","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Flat","Smooth","White","Pungent","Tall"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Scaly","Red","None","Short"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","White","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Poisonous","Convex","Smooth","Brown","Pungent","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Poisonous","Flat","Scaly","White","Pungent","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","White","None","Short"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Convex","Scaly","White","Anise","Short"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Poisonous","Flat","Scaly","White","Pungent","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Poisonous","Flat","Scaly","Brown","Pungent","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Poisonous","Flat","Scaly","White","Pungent","Short"
"Edible","Convex","Scaly","Yellow","Anise","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Flat","Smooth","Yellow","Almond","Short"
"Edible","Flat","Fibrous","White","Almond","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Bell","Scaly","White","Anise","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Smooth","Brown","None","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Flat","Scaly","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Smooth","Gray","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Smooth","Brown","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","Yellow","Almond","Short"
"Edible","Convex","Fibrous","Red","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","White","Almond","Tall"
"Edible","Convex","Smooth","Brown","None","Short"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","White","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","White","None","Short"
"Edible","Convex","Smooth","White","Almond","Short"
"Edible","Flat","Smooth","Gray","None","Short"
"Poisonous","Flat","Scaly","Brown","Pungent","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Convex","Fibrous","White","None","Tall"
"Edible","Convex","Scaly","Brown","None","Tall"
"Edible","Convex","Scaly","Red","None","Tall"
"Poisonous","Flat","Smooth","Brown","Pungent","Tall"
"Edible","Flat","Smooth","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
"Edible","Convex","Smooth","Yellow","Anise","Short"
"Edible","Convex","Fibrous","Brown","None","Tall"
"Edible","Flat","Scaly","Brown","None","Tall"
"Edible","Convex","Smooth","Gray","None","Short"
"Edible","Convex","Scaly","Red","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Flat","Smooth","White","None","Short"
"Edible","Convex","Fibrous","Brown","None","Short"
"Edible","Flat","Fibrous","Brown","None","Tall"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Red","None","Short"
"Poisonous","Flat","Scaly","Brown","Pungent","Tall"
"Edible","Convex","Scaly","Gray","None","Tall"
"Edible","Convex","Smooth","White","None","Tall"
"Edible","Bell","Smooth","White","Almond","Short"
"Edible","Convex","Smooth","White","None","Short"
"Edible","Flat","Fibrous","Brown","None","Short"
"Edible","Convex","Scaly","Gray","None","Short"
"Edible","Flat","Fibrous","Gray","None","Tall"
"Edible","Convex","Fibrous","Gray","None","Short"
"Poisonous","Convex","Smooth","White","Pungent","Tall"
